0.79,4.67373,0,362.2145,100
0.76,4.81844,0,204.1143,100
0.82,4.851163,0,147.9585,100
0.82,4.81165,0,198.3215,100
0.77,4.704526,0,443.3325,100
0.73,4.782233,0,235.8605,100
0.79,4.707537,0,403.4035,100
0.85,4.797962,0,269.0477,100
0.79,4.693109,0,323.9478,100
0.77,4.670176,0,468.4297,100
0.75,4.621451,0,437.4572,100
0.78,4.723779,0,404.7792,100
0.74,4.423384,0,696.5491,100
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0,NaN,0,0,4
0.625,4.987722,0,1.920915,24
